JOB #,PART #,REMARKS,YEAR,MONTH,MTH.LBR.HR,MTH.LAB.OVER.HR,MTH.LAB.AMT,YTD.OVERHEAD,TOTAL.MATERIAL,TOTAL
4662,3200,"24" VERTICLE BAND SAW SS# 231-75337 1.25" X 206" BLADE, YOUNGSTOWN OHIO""4" VERTICLE BAND SAW SS# 231-75337 1.25" X 206" BLADE, YOUNGSTOWN OH""" VERTICLE BAND SAW SS# 231-75337 1.25" X 206" BLADE, YOUNGSTOWN O"" VERTICLE BAND SAW SS# 231-75337 1.25" X 206" BLADE, YOUNGSTOWN O""VERTICLE BAND SAW SS# 231-7",2015,3,0,0,0,,890.86,890.86
6645,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,3,0,0,0,,891.68,891.68
6484,27402,"COMET 48' X 102" CURTAIN TRAILER 1993 VIN #1C0F48022PS039557 LIC #4741TL""OMET 48' X 102" CURTAIN TRAILER 1993 VIN #1C0F48022PS039""MET 48' X 102" CURTAIN TRAILER 1993 VIN #""ET 48' X 102" CURTAIN TRAIL""T 48' X 102" C"" 4",2015,3,0,0,0,,891.94,891.94
6613,4700,"TOYOTA 8000 LB. 1999, MDL 52-6FGCU35-BCS S/N 62680 M105744",2015,3,0,0,0,,893.87,893.87
6497,27402,"GREAT DANE TRAILER 45' X 96" LIC# 46159V VIN# 1GRDM9020MM054804 1991""REAT DANE TRAILER 45' X 96" LIC# 46159V ""EAT DANE TRAI",2015,1,0,0,0,0,894.18,894.18
4612,3200,"ZEPHYR #31-652334 BLADE 21' 2" (WEST)""EPHYR #",2015,7,0,0,0,,894.44,894.44
6499,27402,"UTILITY 45' X 102 " CURTAIN VAN M104536 1UYFS2462EA178302""TILITY 45' X 102 " CURTAIN VAN M104536""ILITY 45' X 102 " CU""LIT",2015,4,0,0,0,,895.14,895.14
6699,27402,1997 HYSTER 8000LB CAP MDL S80 XL BCS S/ND004D036430,2015,7,0,0,0,,897.08,897.08
6560,27402,VIN#1FV6HLAAXXHB76519 1999 FREIGHTLINER,2015,6,0,0,0,,899.72,899.72
3202,3200,"ACW DESIGN M85, 3 1/2" OD - 8 5/8" OD""CW DESIGN M85, ",2015,10,0,0,0,,900,900
6550,27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,11,0,0,0,,903.32,903.32
6664,27402,"HYSTER 2004, 14100 LB CAP MDL S155XL S/N C024V01553B, M03568",2015,8,0,0,0,,925.32,925.32
6497,27402,"GREAT DANE TRAILER 45' X 96" LIC# 46159V VIN# 1GRDM9020MM054804 1991""REAT DANE TRAILER 45' X 96" LIC# 46159V ""EAT DANE TRAI",2015,7,0,0,0,,935.68,935.68
6662,27402,"COMBILIFT 2005, 10000 LB CAP SIDELOADER MDL CO60100LA72, S/N 5186",2015,3,0,0,0,,940.03,940.03
4665,27402,"METL-SAW 12' X 12' X 8" CAP S/N 0345 MODEL #NF1214,T8""ETL-SAW 12' X 12' X 8" CAP S/N""TL-SAW 1",2015,3,0,0,0,,942.56,942.56
6697,2440,2000 TCM FORKLIFT MDL FCG36N6 8000 LB  S/N A28TOO385,2015,7,0,0,0,,944.56,944.56
6632,27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,8,0,0,0,,948.84,948.84
6644,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,6,0,0,0,,948.84,948.84
6641,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,6,0,0,0,,948.84,948.84
6055,628,GENERAL COMPUTER SUPPORT,2015,2,0,0,0,,950.45,950.45
1444,27402,"QUINCY 50HP AIR COMPRESSOR, QNW-V-50-F S/N 1006515735, M05957",2015,4,0,0,0,,957.06,957.06
6480,27402,"UTILITY 40' LIC #8851 UG VIN 7L47650002 60,000 TR WT 8500, PAY LD 51,5000",2015,7,0,0,0,,962.78,962.78
2010,3200,PH CONTROL SYSTEM AT 3200,2015,4,0,0,0,,962.85,962.85
6650,3200,MITSUBISHI 5300 LB CAP FORKLIFT MDL  FGC30,2015,7,10.28,0,193.91,,770.15,964.06
5828,3200,"SIOUX STEAM-FLO STEAM GENERATOR MDL SF11 S/N 0812030 M121359, REPLACES 5827",2015,1,0,0,0,0,965.81,965.81
6641,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,12,0,0,0,,983.13,983.13
6548,2440,1HTSDAAN6XH651645-LIC C39320D,2015,8,0,0,0,,986.35,986.35
6644,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,3,0,0,0,,990.17,990.17
6613,4700,"TOYOTA 8000 LB. 1999, MDL 52-6FGCU35-BCS S/N 62680 M105744",2015,7,0,0,0,,995.34,995.34
6490,27402,32 FT INSIDE FRAME FLATBED SEMI-TRAILER MODEL FS2C S/N 1UYFS2326NC707401,2015,3,0,0,0,,1000.95,1000.95
2802,3200,"HORIZONTAL ELBOW PRESS (BUMPER) ACW  DESIGN. ELBOW SIZE:5"OD-30" OD""ORIZONTAL",2015,1,0,0,0,0,1004.76,1004.76
6524,2440,"DODGE PICKUP 2006 MDL R35, LIC #553CDV VIN# 307ML46C46G166193",2015,9,0,0,0,,1005.14,1005.14
6630,27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,3,0,0,0,,1006,1006
6621,2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2015,9,0,0,0,,1007.07,1007.07
6558,27402,2006 INTERNATIONAL 8600 TRACTOR VIN # 1HSHXAHR36J248955,2015,5,0,0,0,,1007.25,1007.25
6555,27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,10,0,0,0,,1007.63,1007.63
6695,4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2015,3,0,0,0,,1009.22,1009.22
6686,27402,8000 LB CAP CATERPILLAR SS# 5KB02291  MOD# T80DSTR,2015,8,0,0,0,,1018.89,1018.89
6620,3200,"HYSTER 7300 LB CAP FORKLIFT, S80XLBCS S/N D004V09874S M00674",2015,6,10.98,0,205.94,,819.25,1025.19
2456,3405,"ROBBINS & MYERS 15T CRANE, NO. HIGH BAY WEST END, S/N 86101 NJ 1.",2015,10,0,0,0,,1029.02,1029.02
4650,2440,"JOHNSON HA 400(16) HORIZ. AUTO. BAND SAW W/ATTACHMENTS, S/N #402614",2015,3,0,0,0,,1032.27,1032.27
6621,2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2015,7,0,0,0,,1034.9,1034.9
2456,3405,"ROBBINS & MYERS 15T CRANE, NO. HIGH BAY WEST END, S/N 86101 NJ 1.",2015,8,0,0,0,,1036.5,1036.5
6686,27402,8000 LB CAP CATERPILLAR SS# 5KB02291  MOD# T80DSTR,2015,2,0,0,0,,1038.27,1038.27
6478,27402,"BUSBY 32' X 102" FB TRAILER LIC #4051SC""USBY 32' X 102" FB TRAI""SBY 32' ",2015,9,0,0,0,,1038.64,1038.64
3011,27402,"CINCINNATI MOD# 2CC12, 1/4" X 12' S/N 43941  W/ACCESSORIES""INCINNATI MOD# 2CC12, 1/4" X 12""NCINN",2015,8,0,0,0,,1041.66,1041.66
3018,27402,"CINCINNATI 12' SHEAR MDL 2512, S/N54181",2015,8,0,0,0,,1041.67,1041.67
6691,27402,HYSTER FORKLIFT 6900 LB CAP S/N C004D07991F,2015,7,0,0,0,,1042.05,1042.05
6621,2440,"HYSTER S80XL2 8000 LB CAP FORKLIFT. MDL S80XL BCS, S/N D004D10119X",2015,8,0,0,0,,1043.12,1043.12
6641,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,3,0,0,0,,1049.48,1049.48
6496,27402,"FRUEHAUF 32' PLATFORM TRAILER LIC # 4179NZ, VIN 1JJF322F525791154",2015,8,0,0,0,,1050.18,1050.18
4668,2440,"H E & M HYDRAULIC BAND SAW 18" HIGH X 24" WIDE"" E & M HYDRAULIC",2015,8,0,0,0,,1050.79,1050.79
6674,4700,"SILENT LIFT HOIST S/N 17023 MOD# FKS 15 RATING 11/65  30,000 LB",2015,9,0,0,0,,1063.66,1063.66
5811,3405,WESTCOAST 2285 (OFFICE HEAT),2015,12,0,0,0,,1067.98,1067.98
6628,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/NC5421 ",2015,2,0,0,0,,1074.59,1074.59
6551,27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2015,7,0,0,0,,1079.02,1079.02
2449,3200,BUDGIT HOISTS IN ALL BUILDINGS,2015,3,0,0,0,,1080.34,1080.34
6557,27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2015,5,0,0,0,,1081.91,1081.91
6697,2440,2000 TCM FORKLIFT MDL FCG36N6 8000 LB  S/N A28TOO385,2015,2,0,0,0,,1082.27,1082.27
6537,2440,1996 FOR LA9000 LIC# LACH558 VIN# 1FTYS95L8TVA08374,2015,6,0,0,0,,1083.27,1083.27
4666,27402,HE&M HYDRAULIC BAND SAW  S/N 600598 MODEL #H130HA-DC,2015,1,0,0,0,0,1084.54,1084.54
6668,27402,"HYSTER 2001, 15500 LB CAP MDL S155XL S/NB024D04177Y, M07351, 3100 HRS",2015,7,0,0,0,,1085.66,1085.66
6510,2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2015,2,0,0,0,,1088.93,1088.93
6547,27402,1HTSDAAN8XH651646 LIC. C39159D,2015,8,0,0,0,,1089.38,1089.38
6696,2440,1997 HYSTER 8000 LB CAP FORKLIFT S80XL S/N D004D03186U P.O. M68103,2015,11,0,0,0,,1090.12,1090.12
3422,27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT 1100 LB CAP. S/N 080001983,2015,3,0,0,0,,1092.22,1092.22
6490,27402,32 FT INSIDE FRAME FLATBED SEMI-TRAILER MODEL FS2C S/N 1UYFS2326NC707401,2015,2,0,0,0,,1094.4,1094.4
3472,27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2015,10,0,0,0,,1095.22,1095.22
6693,27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2015,3,0,0,0,,1095.39,1095.39
6693,27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2015,7,0,0,0,,1100.21,1100.21
5216,3200,1979 500 TON PRESS PURCHASED USED FROM BOING 7-3-97,2015,3,0,0,0,,1105.59,1105.59
5211,3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2015,3,0,0,0,,1105.63,1105.63
6550,27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,2,0,0,0,,1106.2,1106.2
6695,4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2015,5,0,0,0,,1106.32,1106.32
6632,27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,2,0,0,0,,1108.88,1108.88
6552,2440,PETERBUILT 2002 TRACTOR MLD 330 LI# YAFD401 VIN# 2XPNAZ7X62M580904,2015,6,0,0,0,,1111.66,1111.66
6533,27402,VIN# 1HSHXAHRX6J248984,2015,3,0,0,0,,1114.34,1114.34
6499,27402,"UTILITY 45' X 102 " CURTAIN VAN M104536 1UYFS2462EA178302""TILITY 45' X 102 " CURTAIN VAN M104536""ILITY 45' X 102 " CU""LIT",2015,9,0,0,0,,1118.26,1118.26
6481,27402,"DORSE 40' X 91" FLATBED TRAILER, USED FOR SAFEBOAT OUT OF RENTON""ORSE 40' X 91" FLATBED TRAILER, USED FOR SAFEBOAT""RSE 40' X 91" FLATBED TRAILER, USED""SE 40' X 91" FLATBED T""E 40' X 91",2015,4,0,0,0,,1123.54,1123.54
4666,27402,HE&M HYDRAULIC BAND SAW  S/N 600598 MODEL #H130HA-DC,2015,5,0,0,0,,1123.77,1123.77
3012,2440,CINCINNATI MOD# 5000X12 1000 SERIES HYD.,2015,4,0,0,0,,1124.11,1124.11
6630,27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,2,0,0,0,,1131.75,1131.75
6684,3200,"RAYMOND S/N EF-A-95-4435 MOD #4D-R45TT 4000 LB CAP 60"FORKS 12FT AUX CARRIAGE""AYMOND S/N EF-A-95-4435",2015,3,0,0,0,,1142.45,1142.45
6632,27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,6,0,0,0,,1143.18,1143.18
6691,27402,HYSTER FORKLIFT 6900 LB CAP S/N C004D07991F,2015,4,0,0,0,,1145.17,1145.17
5218,3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36" STROKE, 26" RAM, PO M108039""RIE HYDRAULIC PRESS, 1970, 9",2015,8,0,0,0,,1145.61,1145.61
6555,27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,8,0,0,0,,1145.71,1145.71
6693,27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2015,11,0,0,0,,1146.64,1146.64
3475,3317,"TELESIS PRODUCT MARKING IDENTIFIER CONTROLLER AND HEAD, S/N1469/538201035",2015,11,0,0,0,,1149.23,1149.23
6539,27402,1998 INTERNATIONAL LIC # B21675T VIN # 1HSHBAHN2XH624680 M11877,2015,3,0,0,0,,1149.99,1149.99
6677,3200,"KOMATSU 2000, 4670 LB CAP FORKLIFT S/N508586A MDL FG25ST-12H",2015,7,8.28,0,154.91,,997.52,1152.43
6611,3200,HYSTER 1997 S50XM 5000 LB CAP FORKLIFT S/N 187VO5505U,2015,10,11.15,0,212.04,,941,1153.04
6055,3200,GENERAL COMPUTER SUPPORT,2015,8,0,0,0,,1156.95,1156.95
6629,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,11,0,0,0,,1163.79,1163.79
4677,27402,AMADA BAND SAW HA400W S/N 45650215,2015,10,0,0,0,,1168.95,1168.95
4666,27402,HE&M HYDRAULIC BAND SAW  S/N 600598 MODEL #H130HA-DC,2015,10,0,0,0,,1168.95,1168.95
6626,2440,"COMBI-LIFT 3 WHEELER, 10,000 LB CAP. S/NC5423 ",2015,4,0,0,0,,1173.06,1173.06
2531,27402,KONEKRANES 5 TON CRANE S/N A34313,2015,7,0,0,0,,1177.39,1177.39
6686,27402,8000 LB CAP CATERPILLAR SS# 5KB02291  MOD# T80DSTR,2015,12,0,0,0,,1178.61,1178.61
5204,3200,WILLIAMS & WHITE  C-3843   A&B 750 TONS,2015,3,1.18,0,24.05,,1155.63,1179.68
3202,3200,"ACW DESIGN M85, 3 1/2" OD - 8 5/8" OD""CW DESIGN M85, ",2015,8,0,0,0,,1180,1180
3018,27402,"CINCINNATI 12' SHEAR MDL 2512, S/N54181",2015,11,0,0,0,,1182.6,1182.6
6645,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,2,0,0,0,,1188.91,1188.91
6629,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,3,0,0,0,,1188.91,1188.91
2529,27402,DEMAG 5 TON CRANE S/N 5213,2015,3,0,0,0,,1191.63,1191.63
6545,27402,1998 INTERNATIONAL VIN #2HSFPANXWC062882 LIC# A31711P,2015,8,0,0,0,,1192.26,1192.26
2406,3200,ROBBINS & MEYERS OVER THE PACIFIC SHEAR NO. CRANE WEST,2015,3,0,0,0,,1196.76,1196.76
6551,27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2015,11,0,0,0,,1197.68,1197.68
1436,4700,"QUINCY 1997 75 HP AIR COMPRESSOR 8954 HR MDL QMA 75-ACA31G, S/N 73956",2015,6,0,0,0,,1200.15,1200.15
5218,3200,"ERIE HYDRAULIC PRESS, 1970, 900 TON, 36" STROKE, 26" RAM, PO M108039""RIE HYDRAULIC PRESS, 1970, 9",2015,3,0,0,0,,1200.63,1200.63
4682,27402,AMADA HORRIZONTAL BANDSAW TYPE VII MDL HA407W S/N 45731024 M02879,2015,5,0,0,0,,1205.9,1205.9
4677,27402,AMADA BAND SAW HA400W S/N 45650215,2015,1,0,0,0,0,1208.02,1208.02
4682,27402,AMADA HORRIZONTAL BANDSAW TYPE VII MDL HA407W S/N 45731024 M02879,2015,1,0,0,0,0,1208.02,1208.02
3472,27402,TENNANT SWEEPER MDL S30 2009 S/N1761 M05079,2015,4,0,0,0,,1215.55,1215.55
6477,27402,"WABAS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF482W7XS581033 FOR SAFEBOAT""ABAS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF482W7XS581033 FOR""BAS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF482W7XS58""AS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF48""S 102" X 48" F.B. TRAILER LIC#8623TX VIN #"" 102" X 48" F.B. TRAILER LIC#8623TX ""102" X 48" F.B. TRAILER LIC#862""02" X 48" F.B. TRAILER LIC#""2" X 48" F.B. TRAILER LI""" X 48" F.B. TRAILER L"" X 48" F.B. TRAILER L""X 48" F.B. TRAI"" 48" F.B. ""48" F.""8" """""",2015,4,0,0,0,,1224.97,1224.97
6623,4700,"CLARK 108931. 4000#. TIRE SIZE:18X8X12 1/8 DRIVE, 18X6X12 1/8 STEER",2015,7,0,0,0,,1225.73,1225.73
6339,27402,FEELER GAUGE,2015,3,0,0,0,,1232.43,1232.43
6603,27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,6,0,0,0,,1234.63,1234.63
6647,3200,"DIESEL HYSTER MOD# H130F, S/N D6D2781T 17,800#",2015,11,0,0,0,,1239.7,1239.7
4682,27402,AMADA HORRIZONTAL BANDSAW TYPE VII MDL HA407W S/N 45731024 M02879,2015,11,0,0,0,,1249.82,1249.82
3201,3200,"BARRET #2 ELBOW LATHE 2384 ACW DESIGN 24" OD X 8" OD , 1/2" WALL""ARRET #2 ELBOW LATHE 23",2015,8,0,0,0,,1250,1250
6533,27402,VIN# 1HSHXAHRX6J248984,2015,5,0,0,0,,1253.28,1253.28
6559,3200,FORD RANGER XL 2004 1FTYR1OU44PB22116,2015,8,0,0,0,,1253.88,1253.88
6606,2440,COMBI-LIFT MDL C6000GT-24 S/N C4575,2015,4,0,0,0,,1256.85,1256.85
6477,27402,"WABAS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF482W7XS581033 FOR SAFEBOAT""ABAS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF482W7XS581033 FOR""BAS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF482W7XS58""AS 102" X 48" F.B. TRAILER LIC#8623TX VIN #1JJF48""S 102" X 48" F.B. TRAILER LIC#8623TX VIN #"" 102" X 48" F.B. TRAILER LIC#8623TX ""102" X 48" F.B. TRAILER LIC#862""02" X 48" F.B. TRAILER LIC#""2" X 48" F.B. TRAILER LI""" X 48" F.B. TRAILER L"" X 48" F.B. TRAILER L""X 48" F.B. TRAI"" 48" F.B. ""48" F.""8" """""",2015,8,0,0,0,,1260.13,1260.13
6668,27402,"HYSTER 2001, 15500 LB CAP MDL S155XL S/NB024D04177Y, M07351, 3100 HRS",2015,4,0,0,0,,1260.14,1260.14
3210,27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,11,0,0,0,,1260.3,1260.3
3213,3200,PRECISION S/N 8H00509322 MOD# TIPL-4S9,2015,7,0,0,0,,1265,1265
2439,2440,YALE 5 TON OVERHEAD CRANE MDL 900821 S/N AG-082511,2015,3,0,0,0,,1270.07,1270.07
6618,4700,"TOYOTA 8000 LB. 1999, MDL 52-6FGCU35-BCS S/N 62045 M105744",2015,6,0,0,0,,1274.17,1274.17
3560,3200,TORIT DUST COLLECTOR SYSTEM MOD# T3-24 S/N IG 387075-002,2015,8,0,0,0,,1280,1280
6644,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,2,0,0,0,,1280.37,1280.37
6697,2440,2000 TCM FORKLIFT MDL FCG36N6 8000 LB  S/N A28TOO385,2015,9,0,0,0,,1283.38,1283.38
6669,27402,"HYSTER 2004 5000 LB CAP MDL S50XM S/N 7187V31061B, MO6302",2015,5,0,0,0,,1284.75,1284.75
6696,2440,1997 HYSTER 8000 LB CAP FORKLIFT S80XL S/N D004D03186U P.O. M68103,2015,2,0,0,0,,1291.16,1291.16
6544,628,1987 CHEV ASTRO VAN LIC # 893-YBP VIN  #1GNDM15Z9HB254574,2015,4,0,0,0,,1314.71,1314.71
6662,27402,"COMBILIFT 2005, 10000 LB CAP SIDELOADER MDL CO60100LA72, S/N 5186",2015,4,0,0,0,,1315.58,1315.58
6551,27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2015,4,0,0,0,,1315.64,1315.64
3006,3317,"PACIFIC SHEAR #510764  5/8" X 20' MILD STEEL 1/2" S/S/""ACIFIC SHEAR #510764  5/8" ""C",2015,3,0,0,0,,1319.31,1319.31
3210,27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,1,0,0,0,0,1322.08,1322.08
6644,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,8,0,0,0,,1326.09,1326.09
6629,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,6,0,0,0,,1326.09,1326.09
3510,27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,3,0,0,0,,1328.3,1328.3
3563,4700,GENERAL SUPPORT @ 4700 COLORADO AVE S,2015,7,0,0,0,,1333.53,1333.53
6691,27402,HYSTER FORKLIFT 6900 LB CAP S/N C004D07991F,2015,2,0,0,0,,1334.02,1334.02
6665,2958,1985 HYSTER CHALLENGER MOD# H50/60XL TRUCK 6K CAP. S/N 177B08951F,2015,10,0,0,0,,1336.54,1336.54
6655,27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,9,0,0,0,,1337.52,1337.52
6655,27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,2,0,0,0,,1348.95,1348.95
6695,4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2015,8,0,0,0,,1350.14,1350.14
4201,3200,G.E. MOD. 5LS43264Y8. SERIAL # FF726IDO1 VOLTS: 230. CYCLE:360. AMPS: 120,2015,4,0,0,0,,1362.06,1362.06
6667,2958,MODEL H50XL FORKLIFT - S/NA177B25488J WEIGHT: 8770 - 5000 LB CAP.,2015,9,0,0,0,,1365.74,1365.74
3824,3200,REBUILT FORGING FURNACE W/GUILLOTINE DR 4 CUBIC FT CAPACITY,2015,10,0,0,0,,1366.56,1366.56
6200,3405,ALL HYD. GAUGES.  VARIOUS LOCATIONS,2015,12,0,0,0,,1370.48,1370.48
6656,27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2015,10,0,0,0,,1371.81,1371.81
6833,3300,OFFICE AND DOCK WAREHOUSE AT 3300 6TH  FORMERLY ROADWAY,2015,1,0,0,0,0,1384.08,1384.08
5211,3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2015,10,0,0,0,,1390,1390
6654,2958,"HYSTER 1998 6000 LB CAP FORKLIFT H60XM S/N D177B44951V 5000 HRS, M03681",2015,2,0,0,0,,1392.03,1392.03
6629,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,10,0,0,0,,1394.68,1394.68
4677,27402,AMADA BAND SAW HA400W S/N 45650215,2015,11,0,0,0,,1395.31,1395.31
3100,27402,MACH4 3080C WATERJET SYSTEM PO M08584,2015,4,0,0,0,,1397.13,1397.13
6557,27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2015,1,0,0,0,0,1400.46,1400.46
6545,27402,1998 INTERNATIONAL VIN #2HSFPANXWC062882 LIC# A31711P,2015,3,0,0,0,,1408.84,1408.84
4682,27402,AMADA HORRIZONTAL BANDSAW TYPE VII MDL HA407W S/N 45731024 M02879,2015,10,0,0,0,,1411.95,1411.95
2533,27402,DEMAG 5 TON CRANE S/N 7269,2015,4,0,0,0,,1414.01,1414.01
6510,2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2015,3,0,0,0,,1416.15,1416.15
6640,2440,"COMBILIFT 10,000 LB CAP. MDL CL22100LA47 S/N C5441",2015,6,0,0,0,,1424.86,1424.86
3483,3405,"GENERAL SUPPORT EQUIP. AIR HOSES, WATER HOSES, HY-CYCLE DROP CORDS, HAND TOOLS",2015,11,0,0,0,,1429.08,1429.08
6630,27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,7,0,0,0,,1432.98,1432.98
1043,3317,"ALLTRA CNC PLASMA CUTTING TABLE, MDL PG14-10, S/N 5436 ",2015,8,0,0,0,,1440.28,1440.28
6644,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,11,0,0,0,,1440.41,1440.41
6555,27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,9,0,0,0,,1445.78,1445.78
6631,2440,"COMBILIFI SIDELOADER MDL C6000GT S/N5689 24" BED 6000 LB CAP""OMBILIFI SIDELOA",2015,4,0,0,0,,1448.37,1448.37
6554,27402,2003 INTERNATIONAL TRACTOR LIC # B69067G VIN # 2HSCAAPN43C060790,2015,12,0,0,0,,1459.49,1459.49
3527,2958,GENERAL SUPPORT EQUIPMENT,2015,11,0,0,0,,1460.5,1460.5
6553,2440,PETERBUILT 2002 LIC# YAFD402 MDL# 330 VIN# 2XPNAZ7X82M580905,2015,2,0,0,0,,1462.12,1462.12
6548,2440,1HTSDAAN6XH651645-LIC C39320D,2015,9,0,0,0,,1462.44,1462.44
5732,3200,8196/300 SN #4167 GEIT NDT-U STANDARD INDUSTRIAL X-RAY PROCESSOR,2015,9,0,0,0,,1471,1471
6557,27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2015,2,0,0,0,,1489.72,1489.72
6695,4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2015,1,0,0,0,0,1493.19,1493.19
6644,27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,7,0,0,0,,1497.57,1497.57
3019,27402,"12' CINCINNATI HYDRAULIC SHEAR, MDL 750HS-12, S,N 054498, M05452",2015,4,0,0,0,,1511.1,1511.1
6640,2440,"COMBILIFT 10,000 LB CAP. MDL CL22100LA47 S/N C5441",2015,7,0,0,0,,1514.62,1514.62
3100,27402,MACH4 3080C WATERJET SYSTEM PO M08584,2015,8,0,0,0,,1516.75,1516.75
6555,27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,1,0,0,0,0,1519.08,1519.08
3210,27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,9,0,0,0,,1528.99,1528.99
