PART #,REMARKS,YEAR,MONTH,MTH.LBR.HR,MTH.LAB.OVER.HR,MTH.LAB.AMT,YTD.OVERHEAD,TOTAL.MATERIAL,TOTAL
628,1987 CHEV ASTRO VAN LIC # 893-YBP VIN  #1GNDM15Z9HB254574,2015,4,0,0,0,,1314.71,1314.71
27402,"COMBILIFT 2005, 10000 LB CAP SIDELOADER MDL CO60100LA72, S/N 5186",2015,4,0,0,0,,1315.58,1315.58
27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2015,4,0,0,0,,1315.64,1315.64
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2015,3,0,0,0,,1319.31,1319.31
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,1,0,0,0,0,1322.08,1322.08
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,8,0,0,0,,1326.09,1326.09
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,6,0,0,0,,1326.09,1326.09
27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,3,0,0,0,,1328.3,1328.3
4700,GENERAL SUPPORT @ 4700 COLORADO AVE S,2015,7,0,0,0,,1333.53,1333.53
27402,HYSTER FORKLIFT 6900 LB CAP S/N C004D07991F,2015,2,0,0,0,,1334.02,1334.02
2958,1985 HYSTER CHALLENGER MOD# H50/60XL TRUCK 6K CAP. S/N 177B08951F,2015,10,0,0,0,,1336.54,1336.54
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,9,0,0,0,,1337.52,1337.52
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,2,0,0,0,,1348.95,1348.95
4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2015,8,0,0,0,,1350.14,1350.14
3200,G.E. MOD. 5LS43264Y8. SERIAL # FF726IDO1 VOLTS: 230. CYCLE:360. AMPS: 120,2015,4,0,0,0,,1362.06,1362.06
2958,MODEL H50XL FORKLIFT - S/NA177B25488J WEIGHT: 8770 - 5000 LB CAP.,2015,9,0,0,0,,1365.74,1365.74
3200,REBUILT FORGING FURNACE W/GUILLOTINE DR 4 CUBIC FT CAPACITY,2015,10,0,0,0,,1366.56,1366.56
3405,ALL HYD. GAUGES.  VARIOUS LOCATIONS,2015,12,0,0,0,,1370.48,1370.48
27402,"GENIE 2002 BOOM LIFT MDL Z-45/25 S/N 20065, HRS 1269, M04402",2015,10,0,0,0,,1371.81,1371.81
3300,OFFICE AND DOCK WAREHOUSE AT 3300 6TH  FORMERLY ROADWAY,2015,1,0,0,0,0,1384.08,1384.08
3200,BIPEL MOD 450 495 TON NEXT TO COLMN B2,2015,10,0,0,0,,1390,1390
2958,"HYSTER 1998 6000 LB CAP FORKLIFT H60XM S/N D177B44951V 5000 HRS, M03681",2015,2,0,0,0,,1392.03,1392.03
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,10,0,0,0,,1394.68,1394.68
27402,AMADA BAND SAW HA400W S/N 45650215,2015,11,0,0,0,,1395.31,1395.31
27402,MACH4 3080C WATERJET SYSTEM PO M08584,2015,4,0,0,0,,1397.13,1397.13
27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2015,1,0,0,0,0,1400.46,1400.46
27402,1998 INTERNATIONAL VIN #2HSFPANXWC062882 LIC# A31711P,2015,3,0,0,0,,1408.84,1408.84
27402,AMADA HORRIZONTAL BANDSAW TYPE VII MDL HA407W S/N 45731024 M02879,2015,10,0,0,0,,1411.95,1411.95
27402,DEMAG 5 TON CRANE S/N 7269,2015,4,0,0,0,,1414.01,1414.01
2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2015,3,0,0,0,,1416.15,1416.15
2440,"COMBILIFT 10,000 LB CAP. MDL CL22100LA47 S/N C5441",2015,6,0,0,0,,1424.86,1424.86
3405,"GENERAL SUPPORT EQUIP. AIR HOSES, WATER HOSES, HY-CYCLE DROP CORDS, HAND TOOLS",2015,11,0,0,0,,1429.08,1429.08
27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,7,0,0,0,,1432.98,1432.98
3317,"ALLTRA CNC PLASMA CUTTING TABLE, MDL PG14-10, S/N 5436 ",2015,8,0,0,0,,1440.28,1440.28
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,11,0,0,0,,1440.41,1440.41
27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,9,0,0,0,,1445.78,1445.78
2440,"COMBILIFI SIDELOADER MDL C6000GT S/N5689 24"" BED 6000 LB CAP",2015,4,0,0,0,,1448.37,1448.37
27402,2003 INTERNATIONAL TRACTOR LIC # B69067G VIN # 2HSCAAPN43C060790,2015,12,0,0,0,,1459.49,1459.49
2958,GENERAL SUPPORT EQUIPMENT,2015,11,0,0,0,,1460.5,1460.5
2440,PETERBUILT 2002 LIC# YAFD402 MDL# 330 VIN# 2XPNAZ7X82M580905,2015,2,0,0,0,,1462.12,1462.12
2440,1HTSDAAN6XH651645-LIC C39320D,2015,9,0,0,0,,1462.44,1462.44
3200,8196/300 SN #4167 GEIT NDT-U STANDARD INDUSTRIAL X-RAY PROCESSOR,2015,9,0,0,0,,1471,1471
27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2015,2,0,0,0,,1489.72,1489.72
4700,"HYSTER S150A 15,000 LB CAP FORKLIFT S/NA024D3784Y",2015,1,0,0,0,0,1493.19,1493.19
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,7,0,0,0,,1497.57,1497.57
27402,"12' CINCINNATI HYDRAULIC SHEAR, MDL 750HS-12, S,N 054498, M05452",2015,4,0,0,0,,1511.1,1511.1
2440,"COMBILIFT 10,000 LB CAP. MDL CL22100LA47 S/N C5441",2015,7,0,0,0,,1514.62,1514.62
27402,MACH4 3080C WATERJET SYSTEM PO M08584,2015,8,0,0,0,,1516.75,1516.75
27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,1,0,0,0,0,1519.08,1519.08
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,9,0,0,0,,1528.99,1528.99
2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2015,7,0,0,0,,1529.94,1529.94
27402,8000 LB CAP CATERPILLAR SS# 5KB02291  MOD# T80DSTR,2015,1,0,0,0,0,1536.31,1536.31
3200,TORIT DONALDSON ECB-6 DUST COLLECTOR S/N1G080876,2015,4,0,0,0,,1538.4,1538.4
2440,"COMBI-LIFT 3 WHEELER, 10,000 LB CAP. S/NC5423 ",2015,7,0,0,0,,1541.47,1541.47
27402,VIN#1FV6HLAAXXHB76519 1999 FREIGHTLINER,2015,8,0,0,0,,1549.07,1549.07
27402,"QUINCY 50HP AIR COMPRESSOR, QNW-V-50-F S/N 1006515735, M05957",2015,8,0,0,0,,1558,1558
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,6,0,0,0,,1561.78,1561.78
27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,12,0,0,0,,1565.08,1565.08
27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,1,0,0,0,0,1569.93,1569.93
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,7,0,0,0,,1577.61,1577.61
27402,2001 INTERNATIONAL LIC# B31622L MDL 8100 VIN 1HSHBAHNX1H265587,2015,3,0,0,0,,1596.36,1596.36
3200,I-R 1 T AIR CRANE 16196 R0J04245V ,2015,3,0,0,0,,1609.17,1609.17
27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,4,0,0,0,,1611.75,1611.75
2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2015,8,0,0,0,,1615.38,1615.38
3405,"KOMATSU 2000, 4670 LB. CAP FORKLIFT S/N515402A, MDL FG2STLP-12",2015,4,0,0,0,,1615.97,1615.97
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,6,0,0,0,,1616.85,1616.85
3405,ROBBINS & MEYERS 15 TON BRIDGE CRANE HIGH BAY EAST END.  SERIAL # 36431 FA1,2015,5,0,0,0,,1617.51,1617.51
27402,"DORSEY 48' X 102"" CURTAIN VAN 1994 VIN #1DTP80120RP033650 LIC# 4739TL",2015,7,0,0,0,,1626.54,1626.54
2440,"TAUTLINER WIDE-FRAME DUAL AXLE SEMI- TRAILER,MOD.TS2W,#1UYTS2454GC7985 01",2015,8,0,0,0,,1627.83,1627.83
3200,QUNICY NW SERIES 240 CFM 75 HP,2015,7,0,0,0,,1628.65,1628.65
3317,"1973 HYSTER DIESEL, H150F, D6D 2048,  TIRE SIZE - 825-15.",2015,10,0,0,0,,1640.72,1640.72
2958,GENERAL SUPPORT EQUIPMENT,2015,12,0,0,0,,1640.86,1640.86
3200,HARRINGTON 1 TON HOIST 11-1-06,2015,4,0,0,0,,1647.71,1647.71
2440,"COMBILIFT 10,000 LB CAP. MDL CL22100LA47 S/N C5441",2015,4,0,0,0,,1652.66,1652.66
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,12,0,0,0,,1656.54,1656.54
27402,2001 INTERNATIONAL LIC# B31622L MDL 8100 VIN 1HSHBAHNX1H265587,2015,4,0,0,0,,1677.82,1677.82
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,8,0,0,0,,1680.47,1680.47
27402,1999 INTERNATIONAL 2HSFPAENOXC02591 LIC#A21146U,2015,3,0,0,0,,1681.2,1681.2
27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,11,0,0,0,,1696.76,1696.76
27402,"TRAILER 32', LIC # 4450MY, TIRE 11.00 X 24.5, TRLR WT. 6580 LBS.",2015,8,0,0,0,,1699.24,1699.24
3200,RAYMOND ELECTRIC #902-4DE4RTN,2015,12,0,0,0,,1707.74,1707.74
3200,I-R 1 T AIR CRANE 16196 R0J04245V ,2015,11,0,0,0,,1720.22,1720.22
27402,1998 INTERNATIONAL VIN #2HSFPANXWC062882 LIC# A31711P,2015,5,0,0,0,,1720.34,1720.34
27402,"METL-SAW 2' X 12' X 8"" S/N 0428 MODEL CS214-T8",2015,6,0,0,0,,1730.1,1730.1
27402,8000 LB CAP CATERPILLAR SS# 5KB02291  MOD# T80DSTR,2015,10,0,0,0,,1734.45,1734.45
4700,CTL COIL UPERDER & HYDRAULIC UNIT,2015,10,0,0,0,,1748,1748
3200,I-R 1 T AIR CRANE 16196 R0J04245V ,2015,1,0,0,0,0,1774.48,1774.48
27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,7,0,0,0,,1776.68,1776.68
27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,3,0,0,0,,1783.32,1783.32
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,5,0,0,0,,1790.04,1790.04
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,4,0,0,0,,1794.8,1794.8
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,3,0,0,0,,1797.41,1797.41
27402,2003 INTERNATIONAL TRACTOR LIC # B69067G VIN # 2HSCAAPN43C060790,2015,7,0,0,0,,1798.37,1798.37
3405,BIRCHFIELF BOILER CO. 5373 (FACTORY HEAT,2015,11,0,0,0,,1806.75,1806.75
27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,7,0,0,0,,1808.83,1808.83
27402,"DORSEY 48' X 102"" CURTAIN VAN 1994 VIN #1DTP80120RP033650 LIC# 4739TL",2015,6,0,0,0,,1817.15,1817.15
3200,GENERAL ELECTRIC EL7215008 VOLTS:230 CYCLE:360 AMPS:120,2015,4,0,0,0,,1820,1820
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,3,0,0,0,,1820,1820
4700,JLG 60' BOOM LIFT,2015,3,0,0,0,,1828.32,1828.32
27402,"GSE SAWHORSE SCALE 10,000 LB CAP MOD 350 S/N 530754",2015,10,0,0,0,,1836.87,1836.87
27402,"1995 FOUNTAINE 48""X102"" FLAT BED TRAILER VIN #13N1482CS1568774 LIC # 8691-TM",2015,5,0,0,0,,1845.98,1845.98
2440,PETERBUILT 2002 TRACTOR MLD 330 LI# YAFD401 VIN# 2XPNAZ7X62M580904,2015,7,0,0,0,,1851.83,1851.83
3200,HYSTER 1997 S50XM 5000 LB CAP FORKLIFT S/N 187VO5505U,2015,5,9.47,0,176.89,,1693.44,1870.33
3200,HYCLE GRINDERS,2015,10,0,0,0,,1872.88,1872.88
27402,1998 INTERNATIONAL LIC # B21675T VIN # 1HSHBAHN2XH624680 M11877,2015,12,0,0,0,,1874.94,1874.94
3405,"GENERAL SUPPORT EQUIP. AIR HOSES, WATER HOSES, HY-CYCLE DROP CORDS, HAND TOOLS",2015,4,0,0,0,,1880.05,1880.05
27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,3,0,0,0,,1882.9,1882.9
27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,1,0,0,0,0,1885.29,1885.29
3200,RAYMOND ELECTRIC #902-4DE4RTN,2015,3,0,0,0,,1886.22,1886.22
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,7,0,0,0,,1892.73,1892.73
27402,1997 HYSTER 8000LB CAP MDL S80 XL BCS S/ND004D036430,2015,9,0,0,0,,1906.85,1906.85
4700,"TOYOTA 8000 LB. 1999, MDL 52-6FGCU35-BCS S/N 62680 M105744",2015,11,0,0,0,,1921.29,1921.29
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/NC5421 ",2015,10,0,0,0,,1937.21,1937.21
4700,"C T L LINE W/HERR-VOSS LVLR#87N1301-57 STAMCO SHEAR(CAU. REMFG.)3/8"" W/ ACCES.",2015,1,0,0,0,0,1939.96,1939.96
2440,YALE 5 TON OVERHEAD CRANE MDL 900821 S/N AG-082511,2015,4,0,0,0,,1941.67,1941.67
2440,1HTSDAAN6XH651645-LIC C39320D,2015,7,0,0,0,,1941.86,1941.86
27402,HE&M HYDRAULIC BAND SAW  S/N 600598 MODEL #H130HA-DC,2015,6,0,0,0,,1955.58,1955.58
27402,1000 # CAP SCALE  W/PORTA-TRONIC 800 19 X 25 BASE  W/GE 600 INDICATOR,2015,4,0,0,0,,1976.48,1976.48
3200,GENERAL ELECTRIC EL7215008 VOLTS:230 CYCLE:360 AMPS:120,2015,8,0,0,0,,1994.72,1994.72
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/NC5421 ",2015,8,0,0,0,,2023.43,2023.43
27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2015,10,0,0,0,,2060.07,2060.07
27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,6,0,0,0,,2064.09,2064.09
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,10,0,0,0,,2071.96,2071.96
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,4,0,0,0,,2092.02,2092.02
27402,MACH4 3080C WATERJET SYSTEM PO M08584,2015,9,0,0,0,,2096.18,2096.18
27402,"BUSBY 32' X 102"" FB TRAILER LIC #4051SC",2015,4,0,0,0,,2097.67,2097.67
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,8,0,0,0,,2103.38,2103.38
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,10,0,0,0,,2109.63,2109.63
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,8,0,0,0,,2114.88,2114.88
3200,"BARRET #2 ELBOW LATHE 2384 ACW DESIGN 24"" OD X 8"" OD , 1/2"" WALL",2015,10,0,0,0,,2126.37,2126.37
75 S,"WHSE, 10,229 SQ FT LEASED TO WASTE MGMT.",2015,3,0,0,0,,2131.97,2131.97
2440,"RAYMOND 6,000# SIDELOADER MDL 71-SLTN S/N 071-99-01864/N/AUX",2015,4,0,0,0,,2132,2132
3405,MILLER MAXSTAR 350 MDL AUTO LINE 208/575 S/N LJ130466L,2015,5,0,0,0,,2137.27,2137.27
27402,"METL-SAW 12' X 12' X 8"" CAP S/N 0345 MODEL #NF1214,T8",2015,1,0,0,0,0,2145.2,2145.2
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP S/N C5348",2015,12,0,0,0,,2153.21,2153.21
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,2,0,0,0,,2169.52,2169.52
3200,"RAYMOND S/N EF-A-95-4435 MOD #4D-R45TT 4000 LB CAP 60""FORKS 12FT AUX CARRIAGE",2015,5,0,0,0,,2197.11,2197.11
27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,4,0,0,0,,2206.34,2206.34
3200,"BARRET #2 ELBOW LATHE 2384 ACW DESIGN 24"" OD X 8"" OD , 1/2"" WALL",2015,3,0,0,0,,2212.7,2212.7
2958,"HYSTER 1998 6000 LB CAP FORKLIFT H60XM S/N D177B44951V 5000 HRS, M03681",2015,4,0,0,0,,2222.94,2222.94
27402,"COMET 48' X 102"" CURTAIN TRAILER 1993 VIN #1C0F48022PS039557 LIC #4741TL",2015,9,0,0,0,,2224.35,2224.35
3405,"GENERAL SUPPORT EQUIP. AIR HOSES, WATER HOSES, HY-CYCLE DROP CORDS, HAND TOOLS",2015,8,0,0,0,,2236.47,2236.47
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,10,0,0,0,,2240.75,2240.75
27402,AMADA HORRIZONTAL BANDSAW TYPE VII MDL HA407W S/N 45731024 M02879,2015,7,0,0,0,,2249.16,2249.16
2440,1996 FOR LA9000 LIC# LACH558 VIN# 1FTYS95L8TVA08374,2015,10,0,0,0,,2253.39,2253.39
3200,8196/300 SN #4167 GEIT NDT-U STANDARD INDUSTRIAL X-RAY PROCESSOR,2015,5,0,0,0,,2257.46,2257.46
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,2,0,0,0,,2264.17,2264.17
3200,8 CYLINDER 200 TON PRESS MODEL #200250 SERIAL #18252 480V 3 PHASE,2015,6,0,0,0,,2270,2270
2440,"RAYMOND 6,000# SIDELOADER MDL 71-SLTN S/N 071-99-01864/N/AUX",2015,5,0,0,0,,2281.3,2281.3
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,10,0,0,0,,2297.63,2297.63
3200,"TORIT DONALDSON ECB-6 DUST COLLECTOR  S/N: 1G264079, FOR BURNING AREA",2015,4,0,0,0,,2307.6,2307.6
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,4,0,0,0,,2320.66,2320.66
4700,"SILENT LIFT HOIST S/N 17023 MOD# FKS 15 RATING 11/65  30,000 LB",2015,10,0,0,0,,2325.92,2325.92
4700,HERR-VOSS CUT TO LENGTH LINE,2015,4,0,0,0,,2338.7,2338.7
3200,"GENERAL SUPPORT EQUIP. @ 3200--AS AIR HOSES, WATER HOSES, MISC HAND TOOLS",2015,12,0,0,0,,2356.63,2356.63
2440,PETERBUILT 2002 LIC# YAFD402 MDL# 330 VIN# 2XPNAZ7X82M580905,2015,1,0,0,0,0,2357.96,2357.96
27402,"HYSTER 2005, 10000 LB CAP. MDL S155XL2 S/N C024V01767B, M03579",2015,4,0,0,0,,2367.73,2367.73
2958,"HYSTER 1998 6000 LB CAP FORKLIFT H60XM S/N D177B44951V 5000 HRS, M03681",2015,5,0,0,0,,2377.15,2377.15
3317,"ALLTRA CNC PLASMA CUTTING TABLE, MDL PG14-10, S/N 5436 ",2015,1,0,0,0,0,2381.7,2381.7
2440,"METLSAW PRECISION PLATE SAW 8"" CAP. MDL NF 1214-T8 S/N 145",2015,8,0,0,0,,2383.99,2383.99
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,12,0,0,0,,2400.68,2400.68
27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,6,0,0,0,,2446.5,2446.5
27402,"GREAT DANE TRAILER 45' X 96"" LIC# 46159V VIN# 1GRDM9020MM054804 1991",2015,3,0,0,0,,2451.86,2451.86
27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,4,0,0,0,,2466.5,2466.5
3200,I-R 1 T AIR CRANE 16196 R0J04245V ,2015,4,0,0,0,,2468.6,2468.6
3200,QUINCY AIR COMPRESSOR VARIABLE DRIVE S/N010377 MDL QNW-V-75-B,2015,7,0,0,0,,2480.85,2480.85
27402,"METL-SAW 12' X 12' X 8"" CAP S/N 0345 MODEL #NF1214,T8",2015,2,0,0,0,,2481.47,2481.47
4700,"C T L LINE W/HERR-VOSS LVLR#87N1301-57 STAMCO SHEAR(CAU. REMFG.)3/8"" W/ ACCES.",2015,7,0,0,0,,2488.29,2488.29
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5422",2015,4,0,0,0,,2492.13,2492.13
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,5,0,0,0,,2504.94,2504.94
3405,PINES ENGR. MOD 5-12 S/N 17200-70254,2015,3,0,0,0,,2505.63,2505.63
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/NC5421 ",2015,3,0,0,0,,2518.14,2518.14
27402,1997 HYSTER 8000LB CAP MDL S80 XL BCS S/ND004D036430,2015,4,0,0,0,,2527.95,2527.95
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5347",2015,8,0,0,0,,2543.35,2543.35
4700,"SILENT LIFT HOIST S/N 17023 MOD# FKS 15 RATING 11/65  30,000 LB",2015,4,0,0,0,,2545.7,2545.7
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6931 MDL CL20100LA55,2015,9,0,0,0,,2572.54,2572.54
2440,YALE 5 TON OVERHEAD CRANE MDL 900821 S/N AG-082511,2015,9,0,0,0,,2578.11,2578.11
27402,MACH4 3080C WATERJET SYSTEM PO M08584,2015,12,0,0,0,,2594.67,2594.67
3405,"GENERAL SUPPORT EQUIP. AIR HOSES, WATER HOSES, HY-CYCLE DROP CORDS, HAND TOOLS",2015,1,0,0,0,0,2630.18,2630.18
4700,"C T L LINE W/HERR-VOSS LVLR#87N1301-57 STAMCO SHEAR(CAU. REMFG.)3/8"" W/ ACCES.",2015,8,0,0,0,,2635,2635
628,"FORD RANGER 2003, VIN# 1FTYR10DX3PB51909 LIC# B28201H",2015,9,0,0,0,,2648.08,2648.08
27402,VIN# 1HSHXAHRX6J248984,2015,8,0,0,0,,2653.69,2653.69
2958,GENERAL SUPPORT EQUIPMENT,2015,10,0,0,0,,2682.75,2682.75
3200,LARGE T-DRILL TYPE 500,2015,8,0,0,0,,2702,2702
27402,"COMBILIFT 2005 MDL CL22100LA47, 1000 LB CAP. S/N5424",2015,10,0,0,0,,2723.8,2723.8
27402,2006 INTERNATIONAL 8600 TRACTOR VIN # 1HSHXAHR36J248955,2015,6,0,0,0,,2746.42,2746.42
27402,"DORSE 40' X 91"" FLATBED TRAILER, USED FOR SAFEBOAT OUT OF RENTON",2015,11,0,0,0,,2748.12,2748.12
4700,"TOYOTA 8000 LB. 1999, MDL 52-6FGCU35-BCS S/N 62045 M105744",2015,1,0,0,0,0,2765.43,2765.43
2440,CINCINNATI MOD# 5000X12 1000 SERIES HYD.,2015,10,0,0,0,,2771.82,2771.82
27402,"UTILITY 40' LIC #8851 UG VIN 7L47650002 60,000 TR WT 8500, PAY LD 51,5000",2015,3,0,0,0,,2782.26,2782.26
3200,"GENERAL SUPPORT EQUIP. @ 3200--AS AIR HOSES, WATER HOSES, MISC HAND TOOLS",2015,2,0,0,0,,2817.91,2817.91
3200,HARLAN MODEL HTAG50/GHTK S/N 9014,2015,5,0,0,0,,2823.4,2823.4
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,10,0,0,0,,2827.65,2827.65
27402,VIN# 1HSHXAHRX6J248984,2015,7,0,0,0,,2828.35,2828.35
2440,PETERBUILT 2002 TRACTOR MLD 330 LI# YAFD401 VIN# 2XPNAZ7X62M580904,2015,10,0,0,0,,2837.84,2837.84
3200,"GENERAL SUPPORT EQUIP. @ 3200--AS AIR HOSES, WATER HOSES, MISC HAND TOOLS",2015,4,0,0,0,,2854.62,2854.62
3200,HYCLE GRINDERS,2015,12,0,0,0,,2862,2862
2440,"INTERNATIONAL 9100, 1999, M10559 VIN2HSFPAEN7XC023592",2015,9,0,0,0,,2875.36,2875.36
27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2015,3,0,0,0,,2881.13,2881.13
27402,COMBI-LIFT 2006 10000 LB CAP S/N 6930 MDL CL20100LA55,2015,4,0,0,0,,2903.68,2903.68
3200,"ACW SPECIAL M-70-B. 54"" X 48""",2015,10,0,0,0,,2920,2920
27402,"COMBI-LIFT 2007 MDL CL20100LA55 10000 LB CAP S/N 7981, 3 STAGE MAST.",2015,8,0,0,0,,2924.04,2924.04
27402,"TRAILMOBILE 32' TANDEM AXLE TRAILER  L/N 2016-MY, TAB# TL014758 W/6541",2015,3,0,0,0,,2959.09,2959.09
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/NC5421 ",2015,6,0,0,0,,3005.93,3005.93
27402,"COMBILIFT 2005 MDL CL22100LA47, 10000 LB CAP. S/N 5349",2015,12,0,0,0,,3045.95,3045.95
27402,2001 INTERNATIONAL LIC# B31622L MDL 8100 VIN 1HSHBAHNX1H265587,2015,12,0,0,0,,3066.93,3066.93
3405,WESTCOAST 2285 (OFFICE HEAT),2015,11,0,0,0,,3088.01,3088.01
3200,"GENERAL SUPPORT EQUIP. @ 3200--AS AIR HOSES, WATER HOSES, MISC HAND TOOLS",2015,5,0,0,0,,3089.21,3089.21
27402,MULTICAM NW CNC ROUTER TABLE W/ DEKKER VACUUM PUMPS & CHIP RECOVERY SYSTEM,2015,8,0,0,0,,3090.15,3090.15
4700,"C T L LINE W/HERR-VOSS LVLR#87N1301-57 STAMCO SHEAR(CAU. REMFG.)3/8"" W/ ACCES.",2015,10,0,0,0,,3100,3100
27402,"UTILITY 45' X 102 "" CURTAIN VAN M104536 1UYFS2462EA178302",2015,11,0,0,0,,3101.43,3101.43
